,arrival_hydrophone,init_arrival_time,id,depth,aic_t,first_hydrophone,second_hydrophone,arrival_time
1318,h5,18037.35141114583,1020,105.25,"[18037.340167650465, 18037.340166041668, 18037.340167453705, 18037.34016769676, 18037.340167650465, 18037.340168136576]",2,4,18037.340167453705
1319,h5,18037.351416111112,1021,212.0,"[18037.340168738425, 18037.340169421295, 18037.340169375, 18037.34016952546, 18037.34016886574, 18037.34016996528]",4,2,18037.34016886574
1320,h5,18037.351420787036,1022,208.5,"[18037.340175277775, 18037.340175671296, 18037.340177118054, 18037.340176655092, 18037.340176608795, 18037.340177083333]",4,3,18037.340176608795
1321,h5,18037.351425659723,1023,144.625,"[18037.340187314814, 18037.340188333335, 18037.340189155093, 18037.340187847225, 18037.340188645834, 18037.340189120372]",3,4,18037.340187847225
1322,h5,18037.351429756945,1024,138.5,"[18037.340196435187, 18037.340196377318, 18037.340197511574, 18037.340196875, 18037.340197881946, 18037.340197314817]",3,5,18037.340196875
1323,h5,18037.35143480324,1025,208.5,"[18037.340203113425, 18037.34020153935, 18037.340203622683, 18037.340203148146, 18037.340203101852, 18037.340203564814]",4,3,18037.340203101852
1324,h5,18037.351438622685,1026,196.25,"[18037.34020875, 18037.340208796297, 18037.340209085647, 18037.340208634258, 18037.34020875, 18037.340209050926]",3,4,18037.340208634258
1325,h5,18037.351444143518,1027,279.375,"[18037.34021341435, 18037.34021443287, 18037.340214999997, 18037.34021503472, 18037.340214988424, 18037.340214930555]",5,4,18037.340214930555
1326,h5,18037.35144763889,1028,5.5,"[18037.34021864583, 18037.340217291665, 18037.340216886572, 18037.340218738424, 18037.340217743054, 18037.34021853009]",2,4,18037.340216886572
1327,h5,18037.351453472224,1029,208.5,"[18037.340220173613, 18037.340220162037, 18037.340220902777, 18037.34022078704, 18037.34022074074, 18037.340221226852]",4,3,18037.34022074074
1328,h5,18037.35145684028,1030,233.875,"[18037.340224872685, 18037.34022616898, 18037.34022664352, 18037.34022616898, 18037.340225787037, 18037.34022658565]",4,3,18037.340225787037
1329,h5,18037.351462280094,1031,212.0,"[18037.340778391204, 18037.340777916666, 18037.340779641203, 18037.34077917824, 18037.340779085647, 18037.340779675927]",4,3,18037.340779085647
1330,h5,18037.351470497684,1032,213.75,"[18037.341401921298, 18037.341402083333, 18037.341403935185, 18037.34140346065, 18037.341403344908, 18037.34140383102]",4,3,18037.341403344908
1331,h5,18037.351473715276,1033,213.75,"[18037.34141056713, 18037.341410833335, 18037.341412997685, 18037.341412511574, 18037.341412395836, 18037.341412881946]",4,3,18037.341412395836
1332,h5,18037.35147931713,1034,216.375,"[18037.341750162035, 18037.341751238426, 18037.341752511573, 18037.34175204861, 18037.341751898148, 18037.34175236111]",4,3,18037.341751898148
1333,h5,18037.35148721065,1035,216.375,"[18037.34179795139, 18037.34179777778, 18037.341798530095, 18037.341798067133, 18037.34179791667, 18037.34179840278]",4,3,18037.34179791667
1334,h5,18037.351490810186,1036,215.5,"[18037.34180324074, 18037.341804189815, 18037.34180525463, 18037.341804710646, 18037.34180457176, 18037.341805046297]",4,3,18037.34180457176
1335,h5,18037.351496469906,1037,215.5,"[18037.34182581019, 18037.34182578704, 18037.341826423613, 18037.341825949075, 18037.34182581019, 18037.341826261578]",4,3,18037.34182581019
1336,h5,18037.351505902778,1038,217.25,"[18037.34195428241, 18037.341954131945, 18037.341956284723, 18037.34195582176, 18037.341955659722, 18037.341956145836]",4,3,18037.341955659722
1337,h5,18037.351511631943,1039,219.0,"[18037.342009988428, 18037.34200939815, 18037.342010636577, 18037.342010173612, 18037.342009988428, 18037.34201045139]",4,3,18037.342009988428
1338,h5,18037.351518310184,1040,216.375,"[18037.342020983797, 18037.342020277778, 18037.3420215625, 18037.34202109954, 18037.342020949076, 18037.342021458335]",4,3,18037.342020949076
1339,h5,18037.351559050927,1041,217.25,"[18037.342031909724, 18037.34203275463, 18037.342033414352, 18037.342032905093, 18037.342032743058, 18037.34203320602]",4,3,18037.342032743058
1340,h5,18037.351571041665,1042,219.0,"[18037.342039814816, 18037.342038981482, 18037.342041157408, 18037.342040694446, 18037.342040509262, 18037.342040995372]",4,3,18037.342040509262
1341,h5,18037.352182662038,1043,51.0,"[18037.342047789352, 18037.34204898148, 18037.34204894676, 18037.342049664352, 18037.342049502317, 18037.34204996528]",2,4,18037.34204894676
1342,h5,18037.352198310185,1044,218.125,"[18037.34212753472, 18037.34212753472, 18037.342128136574, 18037.342127662036, 18037.342127488424, 18037.34212795139]",4,3,18037.342127488424
1343,h5,18037.352205578703,1045,218.125,"[18037.342186840277, 18037.342186331018, 18037.34218736111, 18037.342186863425, 18037.342186689813, 18037.34218715278]",4,3,18037.342186689813
1344,h5,18037.352216354167,1046,218.125,"[18037.342198310187, 18037.34219806713, 18037.342199560186, 18037.342199085648, 18037.34219891204, 18037.342199375]",4,3,18037.34219891204
1345,h5,18037.352222569443,1047,218.125,"[18037.342206354166, 18037.342205324072, 18037.342207685186, 18037.342207094905, 18037.342206921297, 18037.342207407408]",4,3,18037.342206921297
1346,h5,18037.35222857639,1048,219.875,"[18037.342214930555, 18037.342213287036, 18037.342215578705, 18037.342215046297, 18037.342214849537, 18037.342215381945]",4,3,18037.342214849537
1347,h5,18037.352235023147,1049,133.25,"[18037.342230613427, 18037.342230613427, 18037.34223060185, 18037.34223078704, 18037.342230613427, 18037.34223107639]",2,4,18037.34223060185
1348,h5,18037.352244189817,1050,218.125,"[18037.34224679398, 18037.34224679398, 18037.34224744213, 18037.342246967593, 18037.34224679398, 18037.342247256944]",4,3,18037.34224679398
1349,h5,18037.35225107639,1051,219.0,"[18037.342253067127, 18037.34225314815, 18037.342255497682, 18037.342255011572, 18037.342254826388, 18037.342255358795]",4,3,18037.342254826388
1350,h5,18037.352257847222,1052,219.0,"[18037.3422633912, 18037.3422633912, 18037.34226403935, 18037.342263576385, 18037.3422633912, 18037.342263854163]",4,3,18037.3422633912
1351,h5,18037.35226857639,1053,219.0,"[18037.342270347224, 18037.342271030095, 18037.34227164352, 18037.342271180558, 18037.34227099537, 18037.342271458336]",4,3,18037.34227099537
1352,h5,18037.352274386572,1054,187.5,"[18037.34227697917, 18037.34227861111, 18037.342278020835, 18037.342278784723, 18037.34227861111, 18037.342277789354]",5,2,18037.342277789354
1353,h5,18037.352283703705,1055,219.0,"[18037.342282233793, 18037.34228270833, 18037.34228407407, 18037.34228361111, 18037.342283425925, 18037.342283888887]",4,3,18037.342283425925
1354,h5,18037.35229017361,1056,219.0,"[18037.34229578704, 18037.34229578704, 18037.34229643519, 18037.342295972223, 18037.34229578704, 18037.34229625]",4,3,18037.34229578704
1355,h5,18037.352293622684,1057,219.0,"[18037.342312569443, 18037.342313194444, 18037.342314814814, 18037.34231435185, 18037.342314166664, 18037.342314629626]",4,3,18037.342314166664
1356,h5,18037.352297175927,1058,219.0,"[18037.34231814815, 18037.342318449075, 18037.34232045139, 18037.342319988424, 18037.34231980324, 18037.34232028935]",4,3,18037.34231980324
1357,h5,18037.352302708332,1059,219.0,"[18037.342324768517, 18037.34232513889, 18037.34232681713, 18037.342326203703, 18037.34232601852, 18037.34232650463]",4,3,18037.34232601852
1358,h5,18037.352305810185,1060,218.125,"[18037.342333645833, 18037.342333113425, 18037.34233398148, 18037.342333483793, 18037.342333310182, 18037.34233376157]",4,3,18037.342333310182
1359,h5,18037.35231361111,1061,219.0,"[18037.342348564816, 18037.34234896991, 18037.342350127317, 18037.34234966435, 18037.342349479168, 18037.342349965278]",4,3,18037.342349479168
1360,h5,18037.35231675926,1062,219.0,"[18037.342363263888, 18037.34236314815, 18037.342365752316, 18037.34236528935, 18037.342365104167, 18037.34236556713]",4,3,18037.342365104167
1361,h5,18037.352321886574,1063,218.125,"[18037.34238247685, 18037.34238289352, 18037.34238476852, 18037.342384305553, 18037.342384131945, 18037.342384594907]",4,3,18037.342384131945
1362,h5,18037.352326550925,1064,156.0,"[18037.342390590282, 18037.342391562503, 18037.342391631948, 18037.342391678245, 18037.342391493057, 18037.342392222225]",4,2,18037.342391493057
1363,h5,18037.352331400463,1065,156.0,"[18037.34239762731, 18037.34239665509, 18037.342398252313, 18037.342397685185, 18037.342398379627, 18037.342398009256]",3,5,18037.342397685185
1364,h5,18037.35233605324,1066,48.375,"[18037.342405821757, 18037.34240585648, 18037.342405567128, 18037.342406712964, 18037.342406770833, 18037.34240724537]",2,3,18037.342405567128
1365,h5,18037.3523459375,1067,219.875,"[18037.342415069445, 18037.34241458333, 18037.34241545139, 18037.342414988423, 18037.342414791667, 18037.34241525463]",4,3,18037.342414791667
1366,h5,18037.352349849538,1068,275.0,"[18037.342416354168, 18037.34241767361, 18037.34241871528, 18037.34241658565, 18037.34241803241, 18037.342416122687]",5,3,18037.342416122687
1367,h5,18037.352371435187,1069,219.875,"[18037.34242247685, 18037.34242247685, 18037.34242313657, 18037.34242267361, 18037.34242247685, 18037.342422962964]",4,3,18037.34242247685
1368,h5,18037.35237728009,1070,240.0,"[18037.342431168978, 18037.34243079861, 18037.34243145833, 18037.34243273148, 18037.34243079861, 18037.34243126157]",4,5,18037.34243079861
1369,h5,18037.3523875,1071,157.75,"[18037.342440370372, 18037.342440370372, 18037.342440185188, 18037.342439618056, 18037.3424403588, 18037.34243993056]",3,5,18037.342439618056
1370,h5,18037.352392604167,1072,219.875,"[18037.34246237269, 18037.34246237269, 18037.342463020836, 18037.342462569446, 18037.34246237269, 18037.34246283565]",4,3,18037.34246237269
1371,h5,18037.352397280094,1073,219.875,"[18037.34246841435, 18037.342469328705, 18037.34246997685, 18037.34246952546, 18037.342469328705, 18037.342469791667]",4,3,18037.342469328705
1372,h5,18037.352401712964,1074,73.75,"[18037.34248320602, 18037.342482025462, 18037.34248267361, 18037.342483275464, 18037.342483078704, 18037.34248369213]",2,4,18037.34248267361
1373,h5,18037.352407337963,1075,220.75,"[18037.342550150464, 18037.342549074074, 18037.34255082176, 18037.342550358797, 18037.342550150464, 18037.342550613426]",4,3,18037.342550150464
1374,h5,18037.35241109954,1076,220.75,"[18037.342752546294, 18037.342753622685, 18037.342755069443, 18037.342754594905, 18037.342754386573, 18037.342754837962]",4,3,18037.342754386573
1375,h5,18037.352417731483,1077,221.625,"[18037.34276851852, 18037.342767650465, 18037.342769155093, 18037.342768680555, 18037.34276846065, 18037.342768923612]",4,3,18037.34276846065
1376,h5,18037.35242273148,1078,222.5,"[18037.342818437497, 18037.34281943287, 18037.342821018516, 18037.342820555554, 18037.342820324073, 18037.342820810183]",4,3,18037.342820324073
1377,h5,18037.352427789352,1079,221.625,"[18037.342867245367, 18037.34286761574, 18037.34286899305, 18037.342868391203, 18037.342868171294, 18037.342868645832]",4,3,18037.342868171294
1378,h5,18037.352432592594,1080,221.625,"[18037.342881574077, 18037.342881574077, 18037.34288226852, 18037.342881793982, 18037.342881574077, 18037.34288203704]",4,3,18037.342881574077
1379,h5,18037.35243775463,1081,219.875,"[18037.342949861115, 18037.34294863426, 18037.34295056713, 18037.342950034723, 18037.342949837966, 18037.34295030093]",4,3,18037.342949837966
1380,h5,18037.352447488425,1082,222.5,"[18037.343020138887, 18037.343020046294, 18037.343020833334, 18037.34302037037, 18037.343020138887, 18037.34302060185]",4,3,18037.343020138887
1381,h5,18037.352453125,1083,222.5,"[18037.343038831023, 18037.343037789353, 18037.343039537038, 18037.343038819447, 18037.343038587966, 18037.343039074076]",4,3,18037.343038587966
1382,h5,18037.352458958332,1084,222.5,"[18037.34304583333, 18037.343046319445, 18037.343047094906, 18037.343046550926, 18037.343046319445, 18037.343046782407]",4,3,18037.343046319445
1383,h5,18037.35246314815,1085,225.125,"[18037.343065717592, 18037.343066435184, 18037.343067303238, 18037.343066840276, 18037.343066574074, 18037.343067060185]",4,3,18037.343066574074
1384,h5,18037.35246894676,1086,222.5,"[18037.34307835648, 18037.343078541668, 18037.343079189814, 18037.343078703703, 18037.343078472222, 18037.34307896991]",4,3,18037.343078472222
1385,h5,18037.352471886574,1087,225.125,"[18037.34309324074, 18037.34309429398, 18037.343094988428, 18037.343094525462, 18037.34309425926, 18037.343094756943]",4,3,18037.34309425926
1386,h5,18037.352477997687,1088,222.5,"[18037.34309975695, 18037.343098414352, 18037.343100578706, 18037.34309998843, 18037.34309975695, 18037.34310021991]",4,3,18037.34309975695
1387,h5,18037.35248101852,1089,222.5,"[18037.343107708333, 18037.343107002314, 18037.343109756945, 18037.343109097223, 18037.34310886574, 18037.343109328704]",4,3,18037.34310886574
1388,h5,18037.35248736111,1090,224.25,"[18037.343114629628, 18037.34311449074, 18037.34311577546, 18037.34311528935, 18037.34311503472, 18037.343115578704]",4,3,18037.34311503472
1389,h5,18037.352493055554,1091,54.5,"[18037.34311719907, 18037.34311810185, 18037.343117569442, 18037.34311833333, 18037.34311810185, 18037.343118576387]",2,4,18037.343117569442
1390,h5,18037.352498159722,1092,223.375,"[18037.34312212963, 18037.343123449074, 18037.343124155093, 18037.34312369213, 18037.343123449074, 18037.343123912036]",4,3,18037.343123449074
1391,h5,18037.352503391205,1093,223.375,"[18037.343126006945, 18037.343125613428, 18037.343127453703, 18037.34312699074, 18037.343126747688, 18037.34312721065]",4,3,18037.343126747688
1392,h5,18037.352507372685,1094,226.0,"[18037.343131782407, 18037.343132210648, 18037.34313290509, 18037.3431324537, 18037.343132175924, 18037.34313267361]",4,3,18037.343132175924
1393,h5,18037.352512233796,1095,222.5,"[18037.343140532408, 18037.343140532408, 18037.34314122685, 18037.34314077546, 18037.34314054398, 18037.34314099537]",4,3,18037.34314054398
1394,h5,18037.352515891205,1096,-78.5,"[18037.34314449074, 18037.34314449074, 18037.343143078702, 18037.34314472222, 18037.34314449074, 18037.34314494213]",2,4,18037.343143078702
1395,h5,18037.352521805555,1097,223.375,"[18037.343150775465, 18037.34315027778, 18037.34315167824, 18037.34315121528, 18037.343150972225, 18037.343151435187]",4,3,18037.343150972225
1396,h5,18037.352530300926,1098,226.875,"[18037.343155844905, 18037.343154768518, 18037.343156759256, 18037.343156157407, 18037.343155868053, 18037.34315633102]",4,3,18037.343155868053
1397,h5,18037.35253375,1099,223.375,"[18037.343159699074, 18037.34316019676, 18037.343161967594, 18037.343161504632, 18037.343161261575, 18037.343161724537]",4,3,18037.343161261575
1398,h5,18037.35254021991,1100,223.375,"[18037.343170451393, 18037.343170451393, 18037.34317115741, 18037.343170694447, 18037.343170451393, 18037.343170914355]",4,3,18037.343170451393
1399,h5,18037.352551064814,1101,224.25,"[18037.34317685185, 18037.343176944443, 18037.34317753472, 18037.34317708333, 18037.3431768287, 18037.34317730324]",4,3,18037.3431768287
1400,h5,18037.352558032406,1102,223.375,"[18037.343182905093, 18037.343182083336, 18037.343183414352, 18037.343182939814, 18037.34318269676, 18037.343183159723]",4,3,18037.34318269676
1401,h5,18037.352560983796,1103,223.375,"[18037.34318777778, 18037.343188530092, 18037.343189108797, 18037.343188599538, 18037.34318835648, 18037.343188819446]",4,3,18037.34318835648
1402,h5,18037.352568668983,1104,223.375,"[18037.343192847224, 18037.34319278935, 18037.3431946875, 18037.343194131943, 18037.34319388889, 18037.343194467594]",4,3,18037.34319388889
1403,h5,18037.35257158565,1105,223.375,"[18037.343199375002, 18037.343199375002, 18037.34320008102, 18037.34319961806, 18037.343199375002, 18037.343199837964]",4,3,18037.343199375002
1404,h5,18037.352577314814,1106,-64.5,"[18037.34320143519, 18037.343201909724, 18037.343201909724, 18037.343203472225, 18037.34320322917, 18037.34320371528]",2,4,18037.343201909724
1405,h5,18037.35258037037,1107,224.25,"[18037.343208148148, 18037.343209398146, 18037.343210092593, 18037.343209618055, 18037.343209363426, 18037.343209837964]",4,3,18037.343209363426
1406,h5,18037.35258601852,1108,224.25,"[18037.34322550926, 18037.343225104167, 18037.34322576389, 18037.343225300927, 18037.343225046297, 18037.34322550926]",4,3,18037.343225046297
1407,h5,18037.35259482639,1109,226.875,"[18037.343230787035, 18037.343231956016, 18037.343232777777, 18037.343232199073, 18037.34323190972, 18037.343232407406]",4,3,18037.34323190972
1408,h5,18037.352603449075,1110,223.375,"[18037.343235462962, 18037.34323511574, 18037.343237245368, 18037.343236770834, 18037.343236527777, 18037.34323699074]",4,3,18037.343236527777
