,arrival_hydrophone,init_arrival_time,id,depth,aic_t,first_hydrophone,second_hydrophone,arrival_time
895,h4,18037.337866631944,895,197.125,"[18037.337865381945, 18037.33786662037, 18037.337867060185, 18037.337866597223, 18037.33786670139, 18037.33786716435]",3,4,18037.337866597223
895,h5,18037.344562766204,895,197.125,"[18037.337865381945, 18037.33786662037, 18037.337867060185, 18037.337866597223, 18037.33786670139, 18037.33786716435]",3,4,18037.337866597223
896,h4,18037.33787064815,896,106.125,"[18037.337869756942, 18037.337869178238, 18037.337869050923, 18037.33787001157, 18037.337870729167, 18037.337869178238]",2,5,18037.337869050923
896,h5,18037.34457358796,896,106.125,"[18037.337869756942, 18037.337869178238, 18037.337869050923, 18037.33787001157, 18037.337870729167, 18037.337869178238]",2,5,18037.337869050923
897,h4,18037.33787898148,897,196.25,"[18037.337877662034, 18037.337878067126, 18037.33787940972, 18037.337878946757, 18037.3378790625, 18037.337879537034]",3,4,18037.337878946757
897,h5,18037.34457865741,897,196.25,"[18037.337877662034, 18037.337878067126, 18037.33787940972, 18037.337878946757, 18037.3378790625, 18037.337879537034]",3,4,18037.337878946757
898,h4,18037.337885011573,898,197.125,"[18037.337883796296, 18037.33788334491, 18037.337885011573, 18037.33788454861, 18037.337884652778, 18037.337885115743]",3,4,18037.33788454861
898,h5,18037.344590243054,898,197.125,"[18037.337883796296, 18037.33788334491, 18037.337885011573, 18037.33788454861, 18037.337884652778, 18037.337885115743]",3,4,18037.33788454861
899,h4,18037.337887916667,899,197.125,"[18037.337885833334, 18037.33788621528, 18037.337888344908, 18037.337887881946, 18037.337887986112, 18037.337888472222]",3,4,18037.337887881946
899,h5,18037.344596550927,899,197.125,"[18037.337885833334, 18037.33788621528, 18037.337888344908, 18037.337887881946, 18037.337887986112, 18037.337888472222]",3,4,18037.337887881946
900,h4,18037.337893472224,900,197.125,"[18037.337893425927, 18037.3378934375, 18037.33789390046, 18037.3378934375, 18037.337893541666, 18037.337894004628]",3,4,18037.3378934375
900,h5,18037.344601747685,900,197.125,"[18037.337893425927, 18037.3378934375, 18037.33789390046, 18037.3378934375, 18037.337893541666, 18037.337894004628]",3,4,18037.3378934375
901,h4,18037.337896747686,901,197.125,"[18037.337895729164, 18037.33789574074, 18037.337896122684, 18037.33789574074, 18037.337895844907, 18037.337896331017]",3,4,18037.33789574074
901,h5,18037.34462722222,901,197.125,"[18037.337895729164, 18037.33789574074, 18037.337896122684, 18037.33789574074, 18037.337895844907, 18037.337896331017]",3,4,18037.33789574074
902,h4,18037.33790414352,902,196.25,"[18037.337903379626, 18037.337903402775, 18037.337903831016, 18037.337903379626, 18037.33790349537, 18037.337903946758]",3,4,18037.337903379626
902,h5,18037.344683900465,902,196.25,"[18037.337903379626, 18037.337903402775, 18037.337903831016, 18037.337903379626, 18037.33790349537, 18037.337903946758]",3,4,18037.337903379626
903,h4,18037.33791244213,903,197.125,"[18037.33791241898, 18037.337912407405, 18037.337912870367, 18037.337912407405, 18037.33791251157, 18037.337912974534]",3,4,18037.337912407405
903,h5,18037.344695381944,903,197.125,"[18037.33791241898, 18037.337912407405, 18037.337912870367, 18037.337912407405, 18037.33791251157, 18037.337912974534]",3,4,18037.337912407405
904,h4,18037.337918506946,904,295.125,"[18037.337916759257, 18037.33791847222, 18037.337918935184, 18037.33791847222, 18037.337917280092, 18037.3379190625]",4,3,18037.337917280092
904,h5,18037.34576513889,904,295.125,"[18037.337916759257, 18037.33791847222, 18037.337918935184, 18037.33791847222, 18037.337917280092, 18037.3379190625]",4,3,18037.337917280092
905,h4,18037.33792556713,905,197.125,"[18037.337923969906, 18037.337923796294, 18037.337925983797, 18037.337925532407, 18037.337925636573, 18037.337926122684]",3,4,18037.337925532407
905,h5,18037.345773761575,905,197.125,"[18037.337923969906, 18037.337923796294, 18037.337925983797, 18037.337925532407, 18037.337925636573, 18037.337926122684]",3,4,18037.337925532407
906,h4,18037.337929247686,906,197.125,"[18037.337928923615, 18037.337929236113, 18037.337929664354, 18037.337929212965, 18037.33792931713, 18037.337929780093]",3,4,18037.337929212965
906,h5,18037.34578046296,906,197.125,"[18037.337928923615, 18037.337929236113, 18037.337929664354, 18037.337929212965, 18037.33792931713, 18037.337929780093]",3,4,18037.337929212965
907,h4,18037.33793423611,907,83.375,"[18037.337933310188, 18037.33793226852, 18037.33793351852, 18037.33793420139, 18037.337934317133, 18037.337934791667]",2,3,18037.33793351852
907,h5,18037.345787523147,907,83.375,"[18037.337933310188, 18037.33793226852, 18037.33793351852, 18037.33793420139, 18037.337934317133, 18037.337934791667]",2,3,18037.33793351852
908,h4,18037.337939583333,908,197.125,"[18037.33793954861, 18037.33793954861, 18037.33794, 18037.33793954861, 18037.337939652778, 18037.33794011574]",3,4,18037.33793954861
908,h5,18037.345793958335,908,197.125,"[18037.33793954861, 18037.33793954861, 18037.33794, 18037.33793954861, 18037.337939652778, 18037.33794011574]",3,4,18037.33793954861
909,h4,18037.33794443287,909,198.875,"[18037.337944305553, 18037.33794366898, 18037.337944664352, 18037.337944189814, 18037.337944270832, 18037.33794478009]",3,4,18037.337944189814
909,h5,18037.3458,909,198.875,"[18037.337944305553, 18037.33794366898, 18037.337944664352, 18037.337944189814, 18037.337944270832, 18037.33794478009]",3,4,18037.337944189814
910,h4,18037.337949050925,910,197.125,"[18037.33794726852, 18037.337947962962, 18037.337949479166, 18037.337949016204, 18037.33794912037, 18037.33794959491]",3,4,18037.337949016204
910,h5,18037.345808796297,910,197.125,"[18037.33794726852, 18037.337947962962, 18037.337949479166, 18037.337949016204, 18037.33794912037, 18037.33794959491]",3,4,18037.337949016204
911,h4,18037.33795326389,911,195.375,"[18037.337951689813, 18037.337952604164, 18037.337953703704, 18037.33795315972, 18037.337953287035, 18037.337953900464]",3,4,18037.33795315972
911,h5,18037.345816956018,911,195.375,"[18037.337951689813, 18037.337952604164, 18037.337953703704, 18037.33795315972, 18037.337953287035, 18037.337953900464]",3,4,18037.33795315972
912,h4,18037.33795834491,912,198.0,"[18037.337957881944, 18037.337957384258, 18037.337958761575, 18037.337958275464, 18037.337958368054, 18037.33795886574]",3,4,18037.337958275464
912,h5,18037.34582127315,912,198.0,"[18037.337957881944, 18037.337957384258, 18037.337958761575, 18037.337958275464, 18037.337958368054, 18037.33795886574]",3,4,18037.337958275464
913,h4,18037.33796494213,913,197.125,"[18037.337964907405, 18037.337964907405, 18037.337965358794, 18037.337964907405, 18037.33796501157, 18037.337965474533]",3,4,18037.337964907405
913,h5,18037.345831608796,913,197.125,"[18037.337964907405, 18037.337964907405, 18037.337965358794, 18037.337964907405, 18037.33796501157, 18037.337965474533]",3,4,18037.337964907405
914,h4,18037.33797295139,914,197.125,"[18037.337972939815, 18037.337972916666, 18037.337973368056, 18037.337972916666, 18037.337973020833, 18037.337973483794]",3,4,18037.337972916666
914,h5,18037.345836747685,914,197.125,"[18037.337972939815, 18037.337972916666, 18037.337973368056, 18037.337972916666, 18037.337973020833, 18037.337973483794]",3,4,18037.337972916666
915,h4,18037.33797653935,915,66.75,"[18037.337974872687, 18037.337975474537, 18037.33797560185, 18037.33797650463, 18037.337976608796, 18037.337977094907]",2,3,18037.33797560185
915,h5,18037.345839675927,915,66.75,"[18037.337974872687, 18037.337975474537, 18037.33797560185, 18037.33797650463, 18037.337976608796, 18037.337977094907]",2,3,18037.33797560185
916,h4,18037.337981481483,916,197.125,"[18037.337981469907, 18037.33798136574, 18037.33798189815, 18037.33798144676, 18037.337981550925, 18037.337982013887]",3,4,18037.33798144676
916,h5,18037.345845300926,916,197.125,"[18037.337981469907, 18037.33798136574, 18037.33798189815, 18037.33798144676, 18037.337981550925, 18037.337982013887]",3,4,18037.33798144676
917,h4,18037.33798633102,917,197.125,"[18037.337986296297, 18037.337985416667, 18037.33798675926, 18037.337986296297, 18037.337986400464, 18037.337986875]",3,4,18037.337986296297
917,h5,18037.345848622685,917,197.125,"[18037.337986296297, 18037.337985416667, 18037.33798675926, 18037.337986296297, 18037.337986400464, 18037.337986875]",3,4,18037.337986296297
918,h4,18037.337990868054,918,197.125,"[18037.33798922454, 18037.337989328706, 18037.3379909375, 18037.33799045139, 18037.337990555556, 18037.337991041666]",3,4,18037.33799045139
918,h5,18037.3458559375,918,197.125,"[18037.33798922454, 18037.337989328706, 18037.3379909375, 18037.33799045139, 18037.337990555556, 18037.337991041666]",3,4,18037.33799045139
919,h4,18037.337996608796,919,197.125,"[18037.337995625003, 18037.33799527778, 18037.337997037037, 18037.337996574075, 18037.33799667824, 18037.33799716435]",3,4,18037.337996574075
919,h5,18037.345858969908,919,197.125,"[18037.337995625003, 18037.33799527778, 18037.337997037037, 18037.337996574075, 18037.33799667824, 18037.33799716435]",3,4,18037.337996574075
920,h4,18037.338113541668,920,198.0,"[18037.33811349537, 18037.338113460646, 18037.33811380787, 18037.33811335648, 18037.338113449074, 18037.338113946756]",3,4,18037.33811335648
920,h5,18037.34587579861,920,198.0,"[18037.33811349537, 18037.338113460646, 18037.33811380787, 18037.33811335648, 18037.338113449074, 18037.338113946756]",3,4,18037.33811335648
921,h4,18037.338133842593,921,198.0,"[18037.338132743054, 18037.338133831017, 18037.33813425926, 18037.33813380787, 18037.338133900463, 18037.338134363425]",3,4,18037.33813380787
921,h5,18037.345882233796,921,198.0,"[18037.338132743054, 18037.338133831017, 18037.33813425926, 18037.33813380787, 18037.338133900463, 18037.338134363425]",3,4,18037.33813380787
922,h4,18037.338164363427,922,198.875,"[18037.33816275463, 18037.33816346065, 18037.33816480324, 18037.33816434028, 18037.338164421297, 18037.33816489583]",3,4,18037.33816434028
922,h5,18037.345887164352,922,198.875,"[18037.33816275463, 18037.33816346065, 18037.33816480324, 18037.33816434028, 18037.338164421297, 18037.33816489583]",3,4,18037.33816434028
923,h4,18037.338174675926,923,198.0,"[18037.338174664354, 18037.338174629633, 18037.338175092595, 18037.338174618057, 18037.33817471065, 18037.338175173612]",3,4,18037.338174618057
923,h5,18037.345892245372,923,198.0,"[18037.338174664354, 18037.338174629633, 18037.338175092595, 18037.338174618057, 18037.33817471065, 18037.338175173612]",3,4,18037.338174618057
924,h4,18037.338182557873,924,198.0,"[18037.338182523148, 18037.338182523148, 18037.338182974538, 18037.338182523148, 18037.338182615742, 18037.33818306713]",3,4,18037.338182523148
924,h5,18037.345896469906,924,198.0,"[18037.338182523148, 18037.338182523148, 18037.338182974538, 18037.338182523148, 18037.338182615742, 18037.33818306713]",3,4,18037.338182523148
925,h5,18037.345901759258,627,147.25,"[18037.32866289352, 18037.3286621875, 18037.328662847223, 18037.328662685188, 18037.328663194447, 18037.328663981483]",3,2,18037.328662685188
926,h5,18037.34590766204,628,148.125,"[18037.32867142361, 18037.328669965278, 18037.328671215277, 18037.328671041665, 18037.32867152778, 18037.32867201389]",3,2,18037.328671041665
927,h5,18037.34591142361,629,148.125,"[18037.328675914352, 18037.328676724537, 18037.32867689815, 18037.328676724537, 18037.328677175927, 18037.328677696758]",3,2,18037.328676724537
928,h5,18037.3459171875,630,147.25,"[18037.328680960647, 18037.328682835647, 18037.328682997682, 18037.328682835647, 18037.328683287036, 18037.328683761574]",3,2,18037.328682835647
929,h5,18037.345920162035,631,9.0,"[18037.328686400466, 18037.328686423614, 18037.328688113426, 18037.328686539353, 18037.32868840278, 18037.32868783565]",3,5,18037.328686539353
930,h5,18037.345925983795,632,147.25,"[18037.328692233797, 18037.328692233797, 18037.328692407405, 18037.32869224537, 18037.32869269676, 18037.328693171297]",3,2,18037.32869224537
931,h5,18037.345929131945,633,148.125,"[18037.328700752314, 18037.328700752314, 18037.328700925922, 18037.328700752314, 18037.3287012037, 18037.328701689814]",3,2,18037.328700752314
932,h5,18037.3459353125,634,121.875,"[18037.32870402778, 18037.32870402778, 18037.32870386574, 18037.32870403935, 18037.32870449074, 18037.328705]",2,3,18037.32870386574
933,h5,18037.34594357639,635,147.25,"[18037.328711296297, 18037.328711319446, 18037.328712881943, 18037.328712719907, 18037.328713171297, 18037.328713877316]",3,2,18037.328712719907
934,h5,18037.345947627316,636,148.125,"[18037.328715439817, 18037.328717164353, 18037.328717337965, 18037.328717164353, 18037.328717615743, 18037.328718125]",3,2,18037.328717164353
935,h5,18037.345952592594,637,148.125,"[18037.328719618054, 18037.3287196875, 18037.32872131944, 18037.328721145834, 18037.32872159722, 18037.328722118054]",3,2,18037.328721145834
936,h5,18037.345957210648,638,148.125,"[18037.32872443287, 18037.32872519676, 18037.328726458334, 18037.328726284723, 18037.328726736112, 18037.32872724537]",3,2,18037.328726284723
937,h5,18037.345962581017,639,148.125,"[18037.328730868056, 18037.328730868056, 18037.328731041667, 18037.328730868056, 18037.328731319445, 18037.328731793983]",3,2,18037.328730868056
938,h5,18037.34597269676,640,24.75,"[18037.32873542824, 18037.328734050927, 18037.328733969905, 18037.32873542824, 18037.328735902778, 18037.32873638889]",2,3,18037.328733969905
939,h5,18037.345978576388,641,149.0,"[18037.328740324072, 18037.328740324072, 18037.32874140046, 18037.328741215275, 18037.328741678237, 18037.32874239583]",3,2,18037.328741215275
940,h5,18037.345987314813,642,149.875,"[18037.32874603009, 18037.32874532407, 18037.328746724535, 18037.328746527775, 18037.328746979165, 18037.328747453703]",3,2,18037.328746527775
941,h5,18037.345992986113,643,148.125,"[18037.328750925924, 18037.328751921297, 18037.328752002315, 18037.328751828703, 18037.328752280093, 18037.32875275463]",3,2,18037.328751828703
942,h5,18037.345996145832,644,148.125,"[18037.328755347226, 18037.32875533565, 18037.32875695602, 18037.32875678241, 18037.328757256946, 18037.328757754633]",3,2,18037.32875678241
943,h5,18037.346002743056,645,149.0,"[18037.32876271991, 18037.32876271991, 18037.32876289352, 18037.328762708337, 18037.3287631713, 18037.328763877318]",3,2,18037.328762708337
944,h5,18037.34601939815,646,196.25,"[18037.328767592593, 18037.328766944443, 18037.328767881943, 18037.328767662035, 18037.328768125, 18037.328767719908]",3,5,18037.328767662035
945,h5,18037.346023668983,647,148.125,"[18037.328772928242, 18037.328772824076, 18037.328773101854, 18037.328772928242, 18037.32877337963, 18037.32877388889]",3,2,18037.328772928242
946,h5,18037.346029525463,648,148.125,"[18037.32878185185, 18037.32878178241, 18037.32878318287, 18037.32878300926, 18037.32878346065, 18037.328784166668]",3,2,18037.32878300926
947,h5,18037.34603349537,649,148.125,"[18037.32879300926, 18037.32879300926, 18037.32879318287, 18037.32879300926, 18037.32879346065, 18037.328793935187]",3,2,18037.32879300926
948,h5,18037.34603957176,650,280.25,"[18037.328798368053, 18037.32879815972, 18037.32879929398, 18037.328799108796, 18037.32879958333, 18037.32879861111]",5,3,18037.32879861111
949,h5,18037.346044317128,651,146.375,"[18037.328805081022, 18037.328805081022, 18037.328805231482, 18037.328805081022, 18037.32880553241, 18037.328806018522]",3,2,18037.328805081022
950,h5,18037.346049988428,652,149.0,"[18037.328808368056, 18037.328808252318, 18037.328809953706, 18037.32880976852, 18037.328810231484, 18037.328810740742]",3,2,18037.32880976852
951,h5,18037.346053958332,653,324.0,"[18037.328813252316, 18037.328813564814, 18037.328814976852, 18037.328814780092, 18037.32881523148, 18037.328813993056]",5,3,18037.328813993056
952,h5,18037.346058483796,654,149.0,"[18037.328819548613, 18037.32881878472, 18037.328820416667, 18037.328820231483, 18037.328820694445, 18037.328821203704]",3,2,18037.328820231483
953,h5,18037.346061608798,655,148.125,"[18037.328824675926, 18037.328824675926, 18037.328824849537, 18037.328824675926, 18037.328825127315, 18037.328825833334]",3,2,18037.328824675926
954,h5,18037.346067465278,656,149.0,"[18037.328827743055, 18037.32882784722, 18037.328829560185, 18037.328829375, 18037.328829837963, 18037.3288303125]",3,2,18037.328829375
955,h5,18037.346070497686,657,83.375,"[18037.328832569445, 18037.328831296298, 18037.328832488427, 18037.328833171297, 18037.328833622687, 18037.328834328706]",2,3,18037.328832488427
956,h5,18037.346076435184,658,148.125,"[18037.328839224538, 18037.328839224538, 18037.32883939815, 18037.328839224538, 18037.328839675927, 18037.328840162038]",3,2,18037.328839224538
957,h5,18037.346079930554,659,71.125,"[18037.328841712962, 18037.32884240741, 18037.32884232639, 18037.328843171297, 18037.328843622687, 18037.328844131946]",2,3,18037.32884232639
958,h5,18037.346086458332,660,145.5,"[18037.32884920139, 18037.32884920139, 18037.328849340276, 18037.32884920139, 18037.32884965278, 18037.328850127316]",3,2,18037.32884920139
959,h5,18037.346089988427,661,439.5,"[18037.32885216435, 18037.32885216435, 18037.328852349536, 18037.32885216435, 18037.328852638886, 18037.328850613423]",5,3,18037.328850613423
960,h5,18037.346096793983,662,149.0,"[18037.32885849537, 18037.328858483797, 18037.328858680554, 18037.32885849537, 18037.32885894676, 18037.328859421297]",3,2,18037.32885849537
961,h5,18037.34610267361,663,149.0,"[18037.328861666665, 18037.328861400463, 18037.328863194445, 18037.32886300926, 18037.328863460647, 18037.328864178242]",3,2,18037.32886300926
962,h5,18037.346112939817,664,149.0,"[18037.328866550928, 18037.328866550928, 18037.328867962962, 18037.32886777778, 18037.328868229168, 18037.32886875]",3,2,18037.32886777778
963,h5,18037.34611912037,665,149.0,"[18037.32887181713, 18037.328872210648, 18037.328873599537, 18037.328873414353, 18037.328873865743, 18037.328874571762]",3,2,18037.328873414353
964,h5,18037.34612826389,666,149.0,"[18037.32887752315, 18037.32887753472, 18037.328877708333, 18037.32887752315, 18037.328877974534, 18037.32887869213]",3,2,18037.32887752315
965,h5,18037.34613494213,667,149.0,"[18037.32888230324, 18037.32888230324, 18037.328882488426, 18037.32888230324, 18037.328882754628, 18037.328883460646]",3,2,18037.32888230324
966,h5,18037.34613991898,668,128.875,"[18037.32888701389, 18037.32888642361, 18037.328886932868, 18037.32888701389, 18037.328887465275, 18037.3288884375]",2,3,18037.328886932868
967,h5,18037.346150185185,669,149.0,"[18037.328892233796, 18037.328892245372, 18037.328892430556, 18037.328892245372, 18037.328892696758, 18037.328893159724]",3,2,18037.328892245372
968,h5,18037.34615542824,670,55.375,"[18037.32889517361, 18037.32889497685, 18037.328895358794, 18037.328896412037, 18037.328896863422, 18037.32889756944]",2,3,18037.328895358794
969,h5,18037.34615939815,671,149.0,"[18037.32889949074, 18037.32890003472, 18037.328900219905, 18037.32890003472, 18037.32890048611, 18037.32890119213]",3,2,18037.32890003472
970,h5,18037.346165439816,672,149.0,"[18037.32891657407, 18037.32891591435, 18037.328917129627, 18037.328916944443, 18037.328917395833, 18037.328917881943]",3,2,18037.328916944443
971,h5,18037.34617076389,673,149.0,"[18037.32891978009, 18037.32891958333, 18037.32892054398, 18037.328920358796, 18037.328920810185, 18037.328921516204]",3,2,18037.328920358796
972,h5,18037.34617556713,674,149.875,"[18037.32892596065, 18037.32892596065, 18037.328926157406, 18037.32892596065, 18037.328926423612, 18037.32892689815]",3,2,18037.32892596065
973,h5,18037.346181400462,675,149.0,"[18037.328933449073, 18037.328932928238, 18037.328933518515, 18037.32893333333, 18037.32893378472, 18037.32893429398]",3,2,18037.32893333333
974,h5,18037.346185046295,676,149.0,"[18037.32894064815, 18037.32894064815, 18037.328940833333, 18037.32894064815, 18037.32894109954, 18037.328941574076]",3,2,18037.32894064815
975,h5,18037.346190775464,677,149.875,"[18037.328945671296, 18037.328947627317, 18037.328947824073, 18037.328947627317, 18037.328948078703, 18037.328948599537]",3,2,18037.328947627317
976,h5,18037.34619392361,678,149.875,"[18037.32895366898, 18037.328953483797, 18037.328953680557, 18037.328953483797, 18037.328953935186, 18037.328954421297]",3,2,18037.328953483797
977,h5,18037.346199861113,679,219.0,"[18037.328959363425, 18037.328957997684, 18037.32895954861, 18037.328959363425, 18037.328959814815, 18037.32895927083]",5,3,18037.32895927083
978,h5,18037.34620365741,680,149.875,"[18037.32896787037, 18037.32896787037, 18037.328968067126, 18037.32896787037, 18037.328968321755, 18037.32896880787]",3,2,18037.32896787037
979,h5,18037.346208645835,681,149.875,"[18037.328975046294, 18037.328975046294, 18037.328975243054, 18037.328975046294, 18037.328975497683, 18037.328976006942]",3,2,18037.328975046294
980,h5,18037.346211666667,682,149.0,"[18037.32898256944, 18037.328982430554, 18037.32898421296, 18037.328984027776, 18037.328984479165, 18037.328984988424]",3,2,18037.328984027776
981,h5,18037.346218252314,683,149.875,"[18037.32899202546, 18037.32899201389, 18037.328992210645, 18037.32899201389, 18037.32899247685, 18037.32899295139]",3,2,18037.32899201389
982,h5,18037.34622159722,684,149.0,"[18037.328998449073, 18037.328998645833, 18037.328999768517, 18037.328999583333, 18037.329000034722, 18037.32900054398]",3,2,18037.328999583333
983,h5,18037.346226840276,685,149.0,"[18037.32900658565, 18037.329007164353, 18037.329007349537, 18037.329007164353, 18037.329007615743, 18037.329008125]",3,2,18037.329007164353
984,h5,18037.346235462963,686,152.5,"[18037.329145347223, 18037.32914480324, 18037.329145752316, 18037.329145520835, 18037.329146006945, 18037.329146481483]",3,2,18037.329145520835
985,h5,18037.346238668983,687,150.75,"[18037.32916215278, 18037.32916215278, 18037.32916236111, 18037.32916215278, 18037.329162604165, 18037.32916309028]",3,2,18037.32916215278
986,h5,18037.346245162036,688,149.875,"[18037.329168321758, 18037.329169537035, 18037.32917054398, 18037.32917034722, 18037.32917079861, 18037.32917130787]",3,2,18037.32917034722
987,h5,18037.346248865742,689,149.875,"[18037.32917630787, 18037.329176319443, 18037.329176516203, 18037.329176319443, 18037.329176770832, 18037.32917728009]",3,2,18037.329176319443
988,h5,18037.346255,690,406.25,"[18037.32918284722, 18037.329182581016, 18037.32918357639, 18037.32918337963, 18037.329183831018, 18037.32918204861]",5,3,18037.32918204861
989,h5,18037.34626480324,691,151.625,"[18037.32929670139, 18037.329295104166, 18037.329296921296, 18037.32929670139, 18037.329297152777, 18037.32929763889]",3,2,18037.32929670139
990,h5,18037.346270092592,692,152.5,"[18037.329300324072, 18037.329301979167, 18037.32930230324, 18037.329302071757, 18037.32930255787, 18037.32930318287]",3,2,18037.329302071757
991,h5,18037.346275555556,693,150.75,"[18037.329311921298, 18037.3293106713, 18037.32931212963, 18037.329311921298, 18037.329312372687, 18037.329312847225]",3,2,18037.329311921298
992,h5,18037.34628087963,694,150.75,"[18037.329316516203, 18037.32931681713, 18037.32931814815, 18037.329317939817, 18037.32931840278, 18037.329318912038]",3,2,18037.329317939817
993,h5,18037.34628591435,695,151.625,"[18037.329321828704, 18037.329321898145, 18037.329323206017, 18037.32932298611, 18037.329323460646, 18037.329324131944]",3,2,18037.32932298611
993,h6,18037.357392326387,695,151.625,"[18037.329321828704, 18037.329321898145, 18037.329323206017, 18037.32932298611, 18037.329323460646, 18037.329324131944]",3,2,18037.32932298611
994,h5,18037.346291608796,696,150.75,"[18037.329328171298, 18037.32932806713, 18037.32932837963, 18037.329328171298, 18037.329328622687, 18037.329329131946]",3,2,18037.329328171298
994,h6,18037.35739773148,696,150.75,"[18037.329328171298, 18037.32932806713, 18037.32932837963, 18037.329328171298, 18037.329328622687, 18037.329329131946]",3,2,18037.329328171298
995,h5,18037.34629818287,697,151.625,"[18037.3293421412, 18037.3293424537, 18037.32934333333, 18037.329343113426, 18037.32934358796, 18037.32934427083]",3,2,18037.329343113426
995,h6,18037.357402407408,697,151.625,"[18037.3293421412, 18037.3293424537, 18037.32934333333, 18037.329343113426, 18037.32934358796, 18037.32934427083]",3,2,18037.329343113426
996,h5,18037.346374270834,698,149.875,"[18037.329346967595, 18037.32934851852, 18037.32934871528, 18037.32934851852, 18037.32934896991, 18037.32934945602]",3,2,18037.32934851852
996,h6,18037.357407997686,698,149.875,"[18037.329346967595, 18037.32934851852, 18037.32934871528, 18037.32934851852, 18037.32934896991, 18037.32934945602]",3,2,18037.32934851852
997,h5,18037.34638228009,699,151.625,"[18037.329358020834, 18037.329358229166, 18037.32935908565, 18037.329358865743, 18037.329359328705, 18037.329359837964]",3,2,18037.329358865743
997,h6,18037.357423854166,699,151.625,"[18037.329358020834, 18037.329358229166, 18037.32935908565, 18037.329358865743, 18037.329359328705, 18037.329359837964]",3,2,18037.329358865743
998,h5,18037.346408877314,700,151.625,"[18037.329368877316, 18037.329368877316, 18037.32937011574, 18037.329369895837, 18037.3293703588, 18037.329370868058]",3,2,18037.329369895837
998,h6,18037.357488287038,700,151.625,"[18037.329368877316, 18037.329368877316, 18037.32937011574, 18037.329369895837, 18037.3293703588, 18037.329370868058]",3,2,18037.329369895837
999,h5,18037.346434328705,701,151.625,"[18037.32937541667, 18037.32937541667, 18037.329375636575, 18037.32937541667, 18037.329375868056, 18037.32937635417]",3,2,18037.32937541667
999,h6,18037.35749390046,701,151.625,"[18037.32937541667, 18037.32937541667, 18037.329375636575, 18037.32937541667, 18037.329375868056, 18037.32937635417]",3,2,18037.32937541667
1000,h5,18037.346441377314,702,153.375,"[18037.32938534722, 18037.32938622685, 18037.329386724537, 18037.32938648148, 18037.32938695602, 18037.32938741898]",3,2,18037.32938648148
1000,h6,18037.357498935184,702,153.375,"[18037.32938534722, 18037.32938622685, 18037.329386724537, 18037.32938648148, 18037.32938695602, 18037.32938741898]",3,2,18037.32938648148
1001,h5,18037.346447974538,703,151.625,"[18037.329402129628, 18037.329402129628, 18037.329402349536, 18037.329402129628, 18037.329402581017, 18037.329403101852]",3,2,18037.329402129628
1001,h6,18037.3575040625,703,151.625,"[18037.329402129628, 18037.329402129628, 18037.329402349536, 18037.329402129628, 18037.329402581017, 18037.329403101852]",3,2,18037.329402129628
1002,h5,18037.346452986112,704,153.375,"[18037.329405868055, 18037.329407141206, 18037.329407118057, 18037.329406875, 18037.32940732639, 18037.329407962963]",3,2,18037.329406875
1002,h6,18037.35750929398,704,153.375,"[18037.329405868055, 18037.329407141206, 18037.329407118057, 18037.329406875, 18037.32940732639, 18037.329407962963]",3,2,18037.329406875
1003,h5,18037.34645832176,705,151.625,"[18037.329416574074, 18037.329417800927, 18037.329418020832, 18037.329417800927, 18037.329418252317, 18037.329418773148]",3,2,18037.329417800927
1003,h6,18037.357514560186,705,151.625,"[18037.329416574074, 18037.329417800927, 18037.329418020832, 18037.329417800927, 18037.329418252317, 18037.329418773148]",3,2,18037.329417800927
1004,h5,18037.34646378472,706,151.625,"[18037.32942125, 18037.32942189815, 18037.329423495372, 18037.329423275463, 18037.329423738425, 18037.32942425926]",3,2,18037.329423275463
1004,h6,18037.357520023146,706,151.625,"[18037.32942125, 18037.32942189815, 18037.329423495372, 18037.329423275463, 18037.329423738425, 18037.32942425926]",3,2,18037.329423275463
1005,h5,18037.346468993055,707,151.625,"[18037.329428831017, 18037.329428854166, 18037.329429074074, 18037.329428854166, 18037.329429305555, 18037.329429780093]",3,2,18037.329428854166
1005,h6,18037.35752409722,707,151.625,"[18037.329428831017, 18037.329428854166, 18037.329429074074, 18037.329428854166, 18037.329429305555, 18037.329429780093]",3,2,18037.329428854166
1006,h5,18037.34647351852,708,151.625,"[18037.32943289352, 18037.329433958334, 18037.329434178242, 18037.329433958334, 18037.329434409723, 18037.32943537037]",3,2,18037.329433958334
1006,h6,18037.357530208334,708,151.625,"[18037.32943289352, 18037.329433958334, 18037.329434178242, 18037.329433958334, 18037.329434409723, 18037.32943537037]",3,2,18037.329433958334
1007,h5,18037.346478819443,709,153.375,"[18037.32943747685, 18037.32943907407, 18037.32943940972, 18037.329439166664, 18037.329439641202, 18037.329440104164]",3,2,18037.329439166664
1007,h6,18037.357537002314,709,153.375,"[18037.32943747685, 18037.32943907407, 18037.32943940972, 18037.329439166664, 18037.329439641202, 18037.329440104164]",3,2,18037.329439166664
1008,h5,18037.346483657406,710,152.5,"[18037.329449293982, 18037.329448796296, 18037.329450011573, 18037.329449780093, 18037.329450231482, 18037.32945056713]",3,2,18037.329449780093
1008,h6,18037.35758576389,710,152.5,"[18037.329449293982, 18037.329448796296, 18037.329450011573, 18037.329449780093, 18037.329450231482, 18037.32945056713]",3,2,18037.329449780093
