,id,depth,aic_t,first_hydrophone,second_hydrophone,arrival_time,first_arrival,second_arrival,dt
287,287,196.25,"[18037.324603252313, 18037.324604074074, 18037.32460449074, 18037.32460460648, 18037.324605057867, 18037.324605810183]",2,3,18037.32460449074,2019-05-21 07:47:25.828000+00:00,2019-05-21 07:47:25.838000+00:00,-0.01
288,288,196.25,"[18037.32462216435, 18037.32462216435, 18037.3246221412, 18037.324622256943, 18037.32462270833, 18037.32462321759]",2,3,18037.3246221412,2019-05-21 07:47:27.353000+00:00,2019-05-21 07:47:27.363000+00:00,-0.01
289,289,197.125,"[18037.32471290509, 18037.324713622682, 18037.324714131944, 18037.32471423611, 18037.324714687496, 18037.324715439812]",2,3,18037.324714131944,2019-05-21 07:47:35.301000+00:00,2019-05-21 07:47:35.310000+00:00,-0.009
290,290,197.125,"[18037.32485171296, 18037.32485009259, 18037.32485171296, 18037.324851817128, 18037.324852268517, 18037.324853009257]",2,3,18037.32485171296,2019-05-21 07:47:47.188000+00:00,2019-05-21 07:47:47.197000+00:00,-0.009
291,291,197.125,"[18037.324854895833, 18037.324854479168, 18037.32485513889, 18037.324855243056, 18037.324855694445, 18037.324856203704]",2,3,18037.32485513889,2019-05-21 07:47:47.484000+00:00,2019-05-21 07:47:47.493000+00:00,-0.009
292,292,197.125,"[18037.324858761574, 18037.32485766204, 18037.324859675926, 18037.324859780092, 18037.32486023148, 18037.32486074074]",2,3,18037.324859675926,2019-05-21 07:47:47.876000+00:00,2019-05-21 07:47:47.885000+00:00,-0.009
293,293,197.125,"[18037.324863344907, 18037.32486380787, 18037.32486378472, 18037.324863888887, 18037.324864340277, 18037.324864849536]",2,3,18037.32486378472,2019-05-21 07:47:48.231000+00:00,2019-05-21 07:47:48.240000+00:00,-0.009
294,294,198.0,"[18037.32490155093, 18037.324900381944, 18037.32490207176, 18037.324902164353, 18037.324902638888, 18037.324903101853]",2,3,18037.32490207176,2019-05-21 07:47:51.539000+00:00,2019-05-21 07:47:51.547000+00:00,-0.008
295,295,119.25,"[18037.32498556713, 18037.324984351853, 18037.32498417824, 18037.324985659725, 18037.324984745374, 18037.324985729167]",2,4,18037.32498417824,2019-05-21 07:47:58.633000+00:00,2019-05-21 07:47:58.682000+00:00,-0.049
296,296,198.0,"[18037.324989780092, 18037.32498951389, 18037.324990405094, 18037.324990497687, 18037.324990949077, 18037.324991435187]",2,3,18037.324990405094,2019-05-21 07:47:59.171000+00:00,2019-05-21 07:47:59.179000+00:00,-0.008
297,297,198.0,"[18037.32499888889, 18037.324999178243, 18037.32499934028, 18037.324999432873, 18037.324999884262, 18037.32500042824]",2,3,18037.32499934028,2019-05-21 07:47:59.943000+00:00,2019-05-21 07:47:59.951000+00:00,-0.008
298,298,273.25,"[18037.325008506945, 18037.325008807868, 18037.32500989583, 18037.325009988424, 18037.325010462962, 18037.325009594908]",5,2,18037.325009594908,2019-05-21 07:48:00.829000+00:00,2019-05-21 07:48:00.855000+00:00,-0.026
299,299,198.0,"[18037.32505761574, 18037.32505761574, 18037.325057592592, 18037.325057685186, 18037.325058136576, 18037.325058611113]",2,3,18037.325057592592,2019-05-21 07:48:04.976000+00:00,2019-05-21 07:48:04.984000+00:00,-0.008
300,300,388.75,"[18037.325059988427, 18037.325059849536, 18037.32506101852, 18037.32506111111, 18037.325059699073, 18037.325059120372]",5,4,18037.325059120372,2019-05-21 07:48:05.108000+00:00,2019-05-21 07:48:05.158000+00:00,-0.05
301,301,198.875,"[18037.325082743053, 18037.3250827662, 18037.325082743053, 18037.325082824074, 18037.32508327546, 18037.325083796295]",2,3,18037.325082743053,2019-05-21 07:48:07.149000+00:00,2019-05-21 07:48:07.156000+00:00,-0.007
302,302,281.125,"[18037.325390358794, 18037.325389513888, 18037.32539071759, 18037.325390787035, 18037.325391249997, 18037.325390381942]",5,2,18037.325390381942,2019-05-21 07:48:33.729000+00:00,2019-05-21 07:48:33.758000+00:00,-0.029
303,303,198.875,"[18037.325395023145, 18037.325393993055, 18037.325395925924, 18037.32539600694, 18037.32539645833, 18037.32539696759]",2,3,18037.325395925924,2019-05-21 07:48:34.208000+00:00,2019-05-21 07:48:34.215000+00:00,-0.007
304,304,200.625,"[18037.32539953704, 18037.325400162037, 18037.325401030095, 18037.325401087965, 18037.325401562503, 18037.32540231482]",2,3,18037.325401030095,2019-05-21 07:48:34.649000+00:00,2019-05-21 07:48:34.654000+00:00,-0.005
305,305,199.75,"[18037.32541587963, 18037.32541587963, 18037.32541585648, 18037.325415925927, 18037.325416377316, 18037.325416886575]",2,3,18037.32541585648,2019-05-21 07:48:35.930000+00:00,2019-05-21 07:48:35.936000+00:00,-0.006
306,306,200.625,"[18037.325421550926, 18037.325422141203, 18037.325423171296, 18037.325423229166, 18037.325423680555, 18037.325424421295]",2,3,18037.325423171296,2019-05-21 07:48:36.562000+00:00,2019-05-21 07:48:36.567000+00:00,-0.005
307,307,200.625,"[18037.325489016206, 18037.32548902778, 18037.325489270836, 18037.325489328705, 18037.325489780094, 18037.32549053241]",2,3,18037.325489270836,2019-05-21 07:48:42.273000+00:00,2019-05-21 07:48:42.278000+00:00,-0.005
308,308,201.5,"[18037.32552648148, 18037.325526516204, 18037.32552650463, 18037.325526550925, 18037.325527002315, 18037.32552752315]",2,3,18037.32552650463,2019-05-21 07:48:45.490000+00:00,2019-05-21 07:48:45.494000+00:00,-0.004
309,309,198.875,"[18037.32554337963, 18037.32554337963, 18037.32554324074, 18037.32554332176, 18037.325543773146, 18037.32554425926]",2,3,18037.32554324074,2019-05-21 07:48:46.936000+00:00,2019-05-21 07:48:46.943000+00:00,-0.007
310,310,201.5,"[18037.325550219906, 18037.325549745372, 18037.325551342594, 18037.32555138889, 18037.325551863425, 18037.32555236111]",2,3,18037.325551342594,2019-05-21 07:48:47.636000+00:00,2019-05-21 07:48:47.640000+00:00,-0.004
311,311,201.5,"[18037.32555708333, 18037.325557511573, 18037.325558738426, 18037.325558784723, 18037.325559247685, 18037.325559756944]",2,3,18037.325558738426,2019-05-21 07:48:48.275000+00:00,2019-05-21 07:48:48.279000+00:00,-0.004
312,312,201.5,"[18037.32556508102, 18037.32556508102, 18037.325565069445, 18037.32556511574, 18037.32556556713, 18037.32556605324]",2,3,18037.325565069445,2019-05-21 07:48:48.822000+00:00,2019-05-21 07:48:48.826000+00:00,-0.004
313,313,201.5,"[18037.325574606482, 18037.325573229165, 18037.325574560185, 18037.325574606482, 18037.325575081017, 18037.32557556713]",2,3,18037.325574560185,2019-05-21 07:48:49.642000+00:00,2019-05-21 07:48:49.646000+00:00,-0.004
314,314,200.625,"[18037.325582233796, 18037.325580694443, 18037.325582175927, 18037.325582233796, 18037.325582685186, 18037.325583194444]",2,3,18037.325582175927,2019-05-21 07:48:50.300000+00:00,2019-05-21 07:48:50.305000+00:00,-0.005
315,315,200.625,"[18037.325590104167, 18037.325590162036, 18037.325590104167, 18037.325590162036, 18037.325590613425, 18037.325591122684]",2,3,18037.325590104167,2019-05-21 07:48:50.985000+00:00,2019-05-21 07:48:50.990000+00:00,-0.005
316,316,201.5,"[18037.325596412036, 18037.32559722222, 18037.325597650462, 18037.32559769676, 18037.32559814815, 18037.325598657408]",2,3,18037.325597650462,2019-05-21 07:48:51.637000+00:00,2019-05-21 07:48:51.641000+00:00,-0.004
317,317,200.625,"[18037.325604513888, 18037.325604745372, 18037.325605891205, 18037.325605949074, 18037.325606400464, 18037.325606909722]",2,3,18037.325605891205,2019-05-21 07:48:52.349000+00:00,2019-05-21 07:48:52.354000+00:00,-0.005
318,318,496.375,"[18037.325610243057, 18037.325610081018, 18037.32561144676, 18037.325611493055, 18037.325611944445, 18037.325610162035]",5,2,18037.325610162035,2019-05-21 07:48:52.718000+00:00,2019-05-21 07:48:52.829000+00:00,-0.111
319,319,201.5,"[18037.32561707176, 18037.32561712963, 18037.325617592593, 18037.32561763889, 18037.32561809028, 18037.325618391205]",2,3,18037.325617592593,2019-05-21 07:48:53.360000+00:00,2019-05-21 07:48:53.364000+00:00,-0.004
320,320,201.5,"[18037.325624675927, 18037.32562471065, 18037.325624942132, 18037.32562498843, 18037.325625439815, 18037.32562592593]",2,3,18037.325624942132,2019-05-21 07:48:53.995000+00:00,2019-05-21 07:48:53.999000+00:00,-0.004
321,321,201.5,"[18037.325630150463, 18037.32563019676, 18037.325630150463, 18037.32563019676, 18037.325630671297, 18037.32563138889]",2,3,18037.325630150463,2019-05-21 07:48:54.445000+00:00,2019-05-21 07:48:54.449000+00:00,-0.004
322,322,249.625,"[18037.325636828704, 18037.325636319445, 18037.325637453705, 18037.325637488426, 18037.325637962964, 18037.325637256945]",5,2,18037.325637256945,2019-05-21 07:48:55.059000+00:00,2019-05-21 07:48:55.076000+00:00,-0.017
323,323,199.75,"[18037.325655381945, 18037.325656400462, 18037.325656805555, 18037.325656875, 18037.325657349535, 18037.32565784722]",2,3,18037.325656805555,2019-05-21 07:48:56.748000+00:00,2019-05-21 07:48:56.754000+00:00,-0.006
324,324,199.75,"[18037.3256696875, 18037.325668912035, 18037.325669641203, 18037.325669710648, 18037.325670162038, 18037.325670671296]",2,3,18037.325669641203,2019-05-21 07:48:57.857000+00:00,2019-05-21 07:48:57.863000+00:00,-0.006
325,325,201.5,"[18037.325673391202, 18037.325674837964, 18037.32567480324, 18037.325674849537, 18037.325675300926, 18037.325675810185]",2,3,18037.32567480324,2019-05-21 07:48:58.303000+00:00,2019-05-21 07:48:58.307000+00:00,-0.004
326,326,201.5,"[18037.325691527778, 18037.325691527778, 18037.325691527778, 18037.325691574075, 18037.325692025464, 18037.325692500002]",2,3,18037.325691527778,2019-05-21 07:48:59.748000+00:00,2019-05-21 07:48:59.752000+00:00,-0.004
327,327,201.5,"[18037.325694699073, 18037.32569474537, 18037.325694699073, 18037.32569474537, 18037.32569519676, 18037.32569570602]",2,3,18037.325694699073,2019-05-21 07:49:00.022000+00:00,2019-05-21 07:49:00.026000+00:00,-0.004
328,328,202.375,"[18037.32570076389, 18037.32570076389, 18037.32570076389, 18037.325700798614, 18037.32570125, 18037.325701770835]",2,3,18037.32570076389,2019-05-21 07:49:00.546000+00:00,2019-05-21 07:49:00.549000+00:00,-0.003
329,329,265.375,"[18037.32570431713, 18037.32570403935, 18037.325704895833, 18037.325704930558, 18037.325705405092, 18037.32570462963]",5,2,18037.32570462963,2019-05-21 07:49:00.880000+00:00,2019-05-21 07:49:00.903000+00:00,-0.023
330,330,200.625,"[18037.325709930556, 18037.325709930556, 18037.325709918983, 18037.325709976853, 18037.325710428242, 18037.325710914352]",2,3,18037.325709918983,2019-05-21 07:49:01.337000+00:00,2019-05-21 07:49:01.342000+00:00,-0.005
331,331,155.125,"[18037.32571234954, 18037.32571232639, 18037.325713113427, 18037.32571377315, 18037.325714247687, 18037.325714965278]",2,3,18037.325713113427,2019-05-21 07:49:01.613000+00:00,2019-05-21 07:49:01.670000+00:00,-0.057
332,332,202.375,"[18037.32571861111, 18037.325719236112, 18037.32571920139, 18037.325719236112, 18037.325719687502, 18037.325720173612]",2,3,18037.32571920139,2019-05-21 07:49:02.139000+00:00,2019-05-21 07:49:02.142000+00:00,-0.003
333,333,201.5,"[18037.325721250003, 18037.32572209491, 18037.325722800928, 18037.325722847225, 18037.325723298614, 18037.325724039354]",2,3,18037.325722800928,2019-05-21 07:49:02.450000+00:00,2019-05-21 07:49:02.454000+00:00,-0.004
334,334,202.375,"[18037.32572855324, 18037.325728576387, 18037.325728518517, 18037.32572855324, 18037.325729004628, 18037.325729513886]",2,3,18037.325728518517,2019-05-21 07:49:02.944000+00:00,2019-05-21 07:49:02.947000+00:00,-0.003
335,335,202.375,"[18037.325731828703, 18037.32573189815, 18037.325731863428, 18037.32573189815, 18037.325732372687, 18037.325732858797]",2,3,18037.325731863428,2019-05-21 07:49:03.233000+00:00,2019-05-21 07:49:03.236000+00:00,-0.003
336,336,202.375,"[18037.325738935182, 18037.325738935182, 18037.325738935182, 18037.325738969907, 18037.32573943287, 18037.325739907406]",2,3,18037.325738935182,2019-05-21 07:49:03.844000+00:00,2019-05-21 07:49:03.847000+00:00,-0.003
337,337,315.25,"[18037.325742372686, 18037.325742349538, 18037.325742349538, 18037.325740694443, 18037.32574116898, 18037.32574042824]",5,3,18037.32574042824,2019-05-21 07:49:03.973000+00:00,2019-05-21 07:49:03.996000+00:00,-0.023
338,338,202.375,"[18037.325748472223, 18037.32574929398, 18037.32574925926, 18037.32574929398, 18037.32574974537, 18037.32575023148]",2,3,18037.32574925926,2019-05-21 07:49:04.736000+00:00,2019-05-21 07:49:04.739000+00:00,-0.003
339,339,201.5,"[18037.325752592595, 18037.32575258102, 18037.32575255787, 18037.325752604167, 18037.325753055557, 18037.325753564815]",2,3,18037.32575255787,2019-05-21 07:49:05.021000+00:00,2019-05-21 07:49:05.025000+00:00,-0.004
340,340,202.375,"[18037.325758055555, 18037.325758055555, 18037.325758055555, 18037.32575809028, 18037.32575855324, 18037.32575902778]",2,3,18037.325758055555,2019-05-21 07:49:05.496000+00:00,2019-05-21 07:49:05.499000+00:00,-0.003
341,341,202.375,"[18037.32576175926, 18037.325760960648, 18037.32576172454, 18037.32576175926, 18037.3257622338, 18037.32576271991]",2,3,18037.32576172454,2019-05-21 07:49:05.813000+00:00,2019-05-21 07:49:05.816000+00:00,-0.003
342,342,202.375,"[18037.325767002316, 18037.325767013892, 18037.325766979167, 18037.325767013892, 18037.325767465278, 18037.325767974537]",2,3,18037.325766979167,2019-05-21 07:49:06.267000+00:00,2019-05-21 07:49:06.270000+00:00,-0.003
343,343,262.75,"[18037.325770219904, 18037.325769560182, 18037.325771087962, 18037.325771122683, 18037.32577159722, 18037.325770833333]",5,2,18037.325770833333,2019-05-21 07:49:06.600000+00:00,2019-05-21 07:49:06.622000+00:00,-0.022
344,344,202.375,"[18037.32577664352, 18037.325776631944, 18037.32577664352, 18037.32577667824, 18037.32577712963, 18037.32577760417]",2,3,18037.32577664352,2019-05-21 07:49:07.102000+00:00,2019-05-21 07:49:07.105000+00:00,-0.003
345,345,202.375,"[18037.325779930557, 18037.325779953706, 18037.325779930557, 18037.32577996528, 18037.325780439816, 18037.325781157408]",2,3,18037.325779930557,2019-05-21 07:49:07.386000+00:00,2019-05-21 07:49:07.389000+00:00,-0.003
346,346,202.375,"[18037.325785231482, 18037.325786469908, 18037.32578644676, 18037.32578648148, 18037.32578693287, 18037.325787407408]",2,3,18037.32578644676,2019-05-21 07:49:07.949000+00:00,2019-05-21 07:49:07.952000+00:00,-0.003
347,347,201.5,"[18037.325795439814, 18037.325795439814, 18037.325795428238, 18037.325795474535, 18037.325795925924, 18037.325796412035]",2,3,18037.325795428238,2019-05-21 07:49:08.725000+00:00,2019-05-21 07:49:08.729000+00:00,-0.004
348,348,341.5,"[18037.325799409722, 18037.32579898148, 18037.325799305556, 18037.325800092593, 18037.325798171296, 18037.325798217593]",4,5,18037.325798171296,2019-05-21 07:49:08.962000+00:00,2019-05-21 07:49:08.966000+00:00,-0.004
349,349,200.625,"[18037.325804606484, 18037.32580493056, 18037.325804872686, 18037.32580493056, 18037.325805381945, 18037.32580586806]",2,3,18037.325804872686,2019-05-21 07:49:09.541000+00:00,2019-05-21 07:49:09.546000+00:00,-0.005
350,350,252.25,"[18037.325807280093, 18037.325807245372, 18037.325807256944, 18037.32580729167, 18037.325806944446, 18037.325808252317]",4,2,18037.325806944446,2019-05-21 07:49:09.720000+00:00,2019-05-21 07:49:09.747000+00:00,-0.027
351,351,202.375,"[18037.325814039355, 18037.325814062504, 18037.325814039355, 18037.325814074076, 18037.325814525466, 18037.325815000004]",2,3,18037.325814039355,2019-05-21 07:49:10.333000+00:00,2019-05-21 07:49:10.336000+00:00,-0.003
352,352,202.375,"[18037.325822627314, 18037.32582314815, 18037.32582306713, 18037.32582310185, 18037.325823541665, 18037.32582402778]",2,3,18037.32582306713,2019-05-21 07:49:11.113000+00:00,2019-05-21 07:49:11.116000+00:00,-0.003
353,353,289.0,"[18037.32582548611, 18037.32582548611, 18037.32582546296, 18037.325825497686, 18037.325824594907, 18037.325825335647]",4,5,18037.325824594907,2019-05-21 07:49:11.245000+00:00,2019-05-21 07:49:11.309000+00:00,-0.064
354,354,203.25,"[18037.32583553241, 18037.325835509262, 18037.325835509262, 18037.32583553241, 18037.325835983796, 18037.32583646991]",2,3,18037.325835509262,2019-05-21 07:49:12.188000+00:00,2019-05-21 07:49:12.190000+00:00,-0.002
355,355,203.25,"[18037.3258390625, 18037.32583800926, 18037.325839039353, 18037.3258390625, 18037.325839537036, 18037.32584]",2,3,18037.325839039353,2019-05-21 07:49:12.493000+00:00,2019-05-21 07:49:12.495000+00:00,-0.002
356,356,202.375,"[18037.325844733798, 18037.325843356484, 18037.32584414352, 18037.325844178242, 18037.32584462963, 18037.32584570602]",2,3,18037.32584414352,2019-05-21 07:49:12.934000+00:00,2019-05-21 07:49:12.937000+00:00,-0.003
357,357,202.375,"[18037.325850162037, 18037.325850185185, 18037.325850162037, 18037.325850196758, 18037.325850648147, 18037.325851122685]",2,3,18037.325850162037,2019-05-21 07:49:13.454000+00:00,2019-05-21 07:49:13.457000+00:00,-0.003
358,358,202.375,"[18037.325853645834, 18037.325853645834, 18037.325853622686, 18037.325853657407, 18037.325854108796, 18037.325854618055]",2,3,18037.325853622686,2019-05-21 07:49:13.753000+00:00,2019-05-21 07:49:13.756000+00:00,-0.003
359,359,324.0,"[18037.325855034724, 18037.325855613424, 18037.32585650463, 18037.32585653935, 18037.325854826388, 18037.325855104165]",4,5,18037.325854826388,2019-05-21 07:49:13.857000+00:00,2019-05-21 07:49:13.881000+00:00,-0.024
360,360,203.25,"[18037.325860868055, 18037.325860891204, 18037.325860868055, 18037.325860891204, 18037.325861342593, 18037.325861828704]",2,3,18037.325860868055,2019-05-21 07:49:14.379000+00:00,2019-05-21 07:49:14.381000+00:00,-0.002
361,361,186.625,"[18037.32586425926, 18037.32586427083, 18037.325864027775, 18037.32586427083, 18037.32586474537, 18037.325865243052]",2,3,18037.325864027775,2019-05-21 07:49:14.652000+00:00,2019-05-21 07:49:14.673000+00:00,-0.021
362,362,203.25,"[18037.32587021991, 18037.32587019676, 18037.32587019676, 18037.32587021991, 18037.325870671295, 18037.32587115741]",2,3,18037.32587019676,2019-05-21 07:49:15.185000+00:00,2019-05-21 07:49:15.187000+00:00,-0.002
363,363,632.875,"[18037.32587392361, 18037.325875034723, 18037.32587513889, 18037.325875162038, 18037.325875636576, 18037.325873252317]",5,2,18037.325873252317,2019-05-21 07:49:15.449000+00:00,2019-05-21 07:49:15.612000+00:00,-0.163
364,364,202.375,"[18037.325879270833, 18037.325879270833, 18037.325879247684, 18037.325879282405, 18037.325879733795, 18037.325880208333]",2,3,18037.325879247684,2019-05-21 07:49:15.967000+00:00,2019-05-21 07:49:15.970000+00:00,-0.003
365,365,350.25,"[18037.32588144676, 18037.32588226852, 18037.32588224537, 18037.325882280093, 18037.325881284723, 18037.325883472222]",4,2,18037.325881284723,2019-05-21 07:49:16.143000+00:00,2019-05-21 07:49:16.226000+00:00,-0.083
366,366,202.375,"[18037.325886226852, 18037.325886226852, 18037.325886203704, 18037.325886238425, 18037.325886712963, 18037.325887430554]",2,3,18037.325886203704,2019-05-21 07:49:16.568000+00:00,2019-05-21 07:49:16.571000+00:00,-0.003
367,367,203.25,"[18037.32589260417, 18037.325892581022, 18037.325892581022, 18037.32589260417, 18037.325893078705, 18037.32589354167]",2,3,18037.325892581022,2019-05-21 07:49:17.119000+00:00,2019-05-21 07:49:17.121000+00:00,-0.002
368,368,203.25,"[18037.32589574074, 18037.325895648148, 18037.32589716435, 18037.3258971875, 18037.32589766204, 18037.32589837963]",2,3,18037.32589716435,2019-05-21 07:49:17.515000+00:00,2019-05-21 07:49:17.517000+00:00,-0.002
369,369,203.25,"[18037.325901689816, 18037.325901712964, 18037.325901689816, 18037.325901712964, 18037.32590216435, 18037.325902650464]",2,3,18037.325901689816,2019-05-21 07:49:17.906000+00:00,2019-05-21 07:49:17.908000+00:00,-0.002
370,370,446.5,"[18037.325982337963, 18037.325982048613, 18037.325983680556, 18037.325983668983, 18037.325984155093, 18037.325982534723]",5,3,18037.325982534723,2019-05-21 07:49:24.891000+00:00,2019-05-21 07:49:24.989000+00:00,-0.098
371,371,204.125,"[18037.325989328703, 18037.325989328703, 18037.325989328703, 18037.32598934028, 18037.32598980324, 18037.3259903125]",2,3,18037.325989328703,2019-05-21 07:49:25.478000+00:00,2019-05-21 07:49:25.479000+00:00,-0.001
372,372,202.375,"[18037.32599542824, 18037.32599471065, 18037.32599574074, 18037.325995775464, 18037.325996261574, 18037.325996956017]",2,3,18037.32599574074,2019-05-21 07:49:26.032000+00:00,2019-05-21 07:49:26.035000+00:00,-0.003
373,373,205.0,"[18037.325999872683, 18037.326000138888, 18037.32600079861, 18037.32600079861, 18037.326001261572, 18037.326001747686]",2,3,18037.32600079861,2019-05-21 07:49:26.469000+00:00,2019-05-21 07:49:26.469000+00:00,0.0
374,374,203.25,"[18037.326002881942, 18037.326003819446, 18037.326003935184, 18037.326003958333, 18037.326004409722, 18037.326005150462]",2,3,18037.326003935184,2019-05-21 07:49:26.740000+00:00,2019-05-21 07:49:26.742000+00:00,-0.002
375,375,328.375,"[18037.326009363424, 18037.326009363424, 18037.32600935185, 18037.326009363424, 18037.32600983796, 18037.326008807868]",5,2,18037.326008807868,2019-05-21 07:49:27.161000+00:00,2019-05-21 07:49:27.208000+00:00,-0.047
376,376,204.125,"[18037.32601803241, 18037.32601803241, 18037.326018020834, 18037.32601803241, 18037.326018483796, 18037.32601896991]",2,3,18037.326018020834,2019-05-21 07:49:27.957000+00:00,2019-05-21 07:49:27.958000+00:00,-0.001
377,377,201.5,"[18037.326045787035, 18037.326045810183, 18037.326045763886, 18037.326045810183, 18037.326046261573, 18037.32604673611]",2,3,18037.326045763886,2019-05-21 07:49:30.354000+00:00,2019-05-21 07:49:30.358000+00:00,-0.004
378,378,204.125,"[18037.326054421297, 18037.326053541667, 18037.326055231482, 18037.32605524306, 18037.326055717593, 18037.32605621528]",2,3,18037.326055231482,2019-05-21 07:49:31.172000+00:00,2019-05-21 07:49:31.173000+00:00,-0.001
379,379,205.0,"[18037.326066516205, 18037.326067187503, 18037.32606795139, 18037.32606795139, 18037.326068414353, 18037.326068344908]",2,3,18037.32606795139,2019-05-21 07:49:32.271000+00:00,2019-05-21 07:49:32.271000+00:00,0.0
380,380,201.5,"[18037.326071979165, 18037.326073032407, 18037.32607298611, 18037.326073032407, 18037.326073483797, 18037.326074236113]",2,3,18037.32607298611,2019-05-21 07:49:32.706000+00:00,2019-05-21 07:49:32.710000+00:00,-0.004
381,381,204.125,"[18037.32607832176, 18037.326076469908, 18037.326078310187, 18037.32607832176, 18037.32607877315, 18037.326079282408]",2,3,18037.326078310187,2019-05-21 07:49:33.166000+00:00,2019-05-21 07:49:33.167000+00:00,-0.001
382,382,204.125,"[18037.326089074075, 18037.326089074075, 18037.326089074075, 18037.326089085647, 18037.326089537037, 18037.326090046296]",2,3,18037.326089074075,2019-05-21 07:49:34.096000+00:00,2019-05-21 07:49:34.097000+00:00,-0.001
383,383,204.125,"[18037.32609534722, 18037.32609537037, 18037.326095358796, 18037.32609537037, 18037.326095821758, 18037.326096296296]",2,3,18037.326095358796,2019-05-21 07:49:34.639000+00:00,2019-05-21 07:49:34.640000+00:00,-0.001
384,384,535.75,"[18037.326098287034, 18037.326098287034, 18037.326098275462, 18037.326098287034, 18037.326098738424, 18037.326096817127]",5,2,18037.326096817127,2019-05-21 07:49:34.765000+00:00,2019-05-21 07:49:34.891000+00:00,-0.126
385,385,204.125,"[18037.326104849537, 18037.326104849537, 18037.326104849537, 18037.32610486111, 18037.326105335647, 18037.32610579861]",2,3,18037.326104849537,2019-05-21 07:49:35.459000+00:00,2019-05-21 07:49:35.460000+00:00,-0.001
386,386,168.25,"[18037.32610847222, 18037.326107997684, 18037.326107997684, 18037.326108483794, 18037.326108958332, 18037.326109675923]",2,3,18037.326107997684,2019-05-21 07:49:35.731000+00:00,2019-05-21 07:49:35.773000+00:00,-0.042
387,387,201.5,"[18037.326114247684, 18037.326114247684, 18037.326114201387, 18037.326114247684, 18037.326114699074, 18037.32611517361]",2,3,18037.326114201387,2019-05-21 07:49:36.267000+00:00,2019-05-21 07:49:36.271000+00:00,-0.004
388,388,204.125,"[18037.326123217594, 18037.326123217594, 18037.326123217594, 18037.326123229166, 18037.326123680556, 18037.326124166666]",2,3,18037.326123217594,2019-05-21 07:49:37.046000+00:00,2019-05-21 07:49:37.047000+00:00,-0.001
389,389,203.25,"[18037.326128495373, 18037.326130011574, 18037.32612998843, 18037.326130011574, 18037.326130462963, 18037.326131087964]",2,3,18037.32612998843,2019-05-21 07:49:37.631000+00:00,2019-05-21 07:49:37.633000+00:00,-0.002
390,390,204.125,"[18037.326135, 18037.326135023148, 18037.326135671297, 18037.32613568287, 18037.32613613426, 18037.326136886575]",2,3,18037.326135671297,2019-05-21 07:49:38.122000+00:00,2019-05-21 07:49:38.123000+00:00,-0.001
391,391,204.125,"[18037.3261405787, 18037.3261405787, 18037.32614056713, 18037.3261405787, 18037.32614103009, 18037.32614153935]",2,3,18037.32614056713,2019-05-21 07:49:38.545000+00:00,2019-05-21 07:49:38.546000+00:00,-0.001
392,392,204.125,"[18037.32614611111, 18037.326146087962, 18037.326146099538, 18037.32614611111, 18037.3261465625, 18037.326147037038]",2,3,18037.326146099538,2019-05-21 07:49:39.023000+00:00,2019-05-21 07:49:39.024000+00:00,-0.001
393,393,204.125,"[18037.32614866898, 18037.32614866898, 18037.326148657405, 18037.32614866898, 18037.32614914352, 18037.3261496412]",2,3,18037.326148657405,2019-05-21 07:49:39.244000+00:00,2019-05-21 07:49:39.245000+00:00,-0.001
394,394,204.125,"[18037.326154606482, 18037.326154606482, 18037.32615461806, 18037.32615462963, 18037.32615508102, 18037.32615555556]",2,3,18037.32615461806,2019-05-21 07:49:39.759000+00:00,2019-05-21 07:49:39.760000+00:00,-0.001
395,395,204.125,"[18037.326158784723, 18037.32615877315, 18037.32615877315, 18037.326158784723, 18037.326159236112, 18037.326159780092]",2,3,18037.32615877315,2019-05-21 07:49:40.118000+00:00,2019-05-21 07:49:40.119000+00:00,-0.001
396,396,205.0,"[18037.326164537037, 18037.326164502316, 18037.326164525464, 18037.326164525464, 18037.32616497685, 18037.326165462964]",2,3,18037.326164525464,2019-05-21 07:49:40.615000+00:00,2019-05-21 07:49:40.615000+00:00,0.0
397,397,204.125,"[18037.32617303241, 18037.326173020836, 18037.326173020836, 18037.32617303241, 18037.326173483798, 18037.326174212965]",2,3,18037.326173020836,2019-05-21 07:49:41.349000+00:00,2019-05-21 07:49:41.350000+00:00,-0.001
398,398,407.125,"[18037.326174803242, 18037.32617550926, 18037.326176168983, 18037.326176296297, 18037.326175034723, 18037.326174212965]",5,4,18037.326174212965,2019-05-21 07:49:41.452000+00:00,2019-05-21 07:49:41.523000+00:00,-0.071
399,399,204.125,"[18037.32618230324, 18037.32618230324, 18037.32618229167, 18037.32618230324, 18037.32618275463, 18037.32618326389]",2,3,18037.32618229167,2019-05-21 07:49:42.150000+00:00,2019-05-21 07:49:42.151000+00:00,-0.001
400,400,205.0,"[18037.326186724535, 18037.326186724535, 18037.326186712962, 18037.326186712962, 18037.326187164348, 18037.326187650462]",2,3,18037.326186712962,2019-05-21 07:49:42.532000+00:00,2019-05-21 07:49:42.532000+00:00,0.0
401,401,204.125,"[18037.326190185184, 18037.326189444444, 18037.32619017361, 18037.326190185184, 18037.326190636573, 18037.32619111111]",2,3,18037.32619017361,2019-05-21 07:49:42.831000+00:00,2019-05-21 07:49:42.832000+00:00,-0.001
